Dark scan bias: 
Bias Keithley B (V): 0.000000
0.00000000E+0	1.67457900E-8	-8.36556000E-11
1.00000000E+0	1.67356000E-8	-7.35886000E-11
2.00000000E+0	1.67266400E-8	-6.41404000E-11
3.00000000E+0	1.67193300E-8	-5.58072000E-11
4.00000000E+0	1.67120600E-8	-4.84646000E-11
5.00000000E+0	1.67057700E-8	-4.21179000E-11
6.00000000E+0	1.66999800E-8	-3.66936000E-11
7.00000000E+0	1.66945800E-8	-3.20247000E-11
8.00000000E+0	1.66902200E-8	-2.80674000E-11
9.00000000E+0	1.66851000E-8	-2.46098000E-11
1.00000000E+1	1.66814600E-8	-2.17825000E-11
1.10000000E+1	1.66775100E-8	-1.93233000E-11
1.20000000E+1	1.66740400E-8	-1.71842000E-11
1.30000000E+1	1.66706000E-8	-1.53884000E-11
1.40000000E+1	1.66675200E-8	-1.37980000E-11
1.50000000E+1	1.66645600E-8	-1.24517000E-11
1.60000000E+1	1.66619700E-8	-1.13310000E-11
1.70000000E+1	1.66590700E-8	-1.03176000E-11
1.80000000E+1	1.66565600E-8	-9.49210000E-12
1.90000000E+1	1.66541200E-8	-8.75080000E-12
2.00000000E+1	1.66519100E-8	-8.08050000E-12
2.10000000E+1	1.66494700E-8	-7.52470000E-12
2.20000000E+1	1.66476100E-8	-7.02150000E-12
2.30000000E+1	1.66458000E-8	-6.56030000E-12
2.40000000E+1	1.66435600E-8	-6.17130000E-12
2.50000000E+1	1.66415500E-8	-5.79270000E-12
2.60000000E+1	1.66399500E-8	-5.46750000E-12
2.70000000E+1	1.66384700E-8	-5.19850000E-12
2.80000000E+1	1.66368000E-8	-4.91140000E-12
2.90000000E+1	1.66349900E-8	-4.71770000E-12
3.00000000E+1	1.66334600E-8	-4.51920000E-12
3.10000000E+1	1.66317700E-8	-4.32620000E-12
3.20000000E+1	1.66303300E-8	-4.18520000E-12
3.30000000E+1	1.66291300E-8	-3.99520000E-12
3.40000000E+1	1.66278600E-8	-3.82410000E-12
3.50000000E+1	1.66262800E-8	-3.70960000E-12
3.60000000E+1	1.66253000E-8	-3.52760000E-12
3.70000000E+1	1.66235200E-8	-3.44650000E-12
3.80000000E+1	1.66223900E-8	-3.36680000E-12
3.90000000E+1	1.66214400E-8	-3.23880000E-12
4.00000000E+1	1.66203300E-8	-3.15020000E-12
4.10000000E+1	1.66190200E-8	-3.08340000E-12
4.20000000E+1	1.66177800E-8	-2.91880000E-12
4.30000000E+1	1.66170200E-8	-2.84700000E-12
4.40000000E+1	1.66156500E-8	-2.78480000E-12
4.50000000E+1	1.66147300E-8	-2.73590000E-12
4.60000000E+1	1.66136700E-8	-2.68390000E-12
4.70000000E+1	1.66128700E-8	-2.64720000E-12
4.80000000E+1	1.66117100E-8	-2.57930000E-12
4.90000000E+1	1.66108600E-8	-2.52140000E-12
5.00000000E+1	1.66098700E-8	-2.46050000E-12
