Dark scan bias: 
Bias Keithley B (V): -30.000000
0.00000000E+0	4.30800000E-11	2.81150000E-10
1.00000000E+0	4.30300000E-11	2.28620000E-10
2.00000000E+0	4.31700000E-11	2.00210000E-10
3.00000000E+0	4.33100000E-11	1.79340000E-10
4.00000000E+0	4.34100000E-11	1.62300000E-10
5.00000000E+0	4.33400000E-11	1.48020000E-10
6.00000000E+0	4.33300000E-11	1.35460000E-10
7.00000000E+0	4.34800000E-11	1.24520000E-10
8.00000000E+0	4.33800000E-11	1.14960000E-10
9.00000000E+0	4.35900000E-11	1.06210000E-10
1.00000000E+1	4.35200000E-11	9.84000000E-11
1.10000000E+1	4.36300000E-11	9.13500000E-11
1.20000000E+1	4.35800000E-11	8.51600000E-11
1.30000000E+1	4.36800000E-11	7.93200000E-11
1.40000000E+1	4.36900000E-11	7.38600000E-11
1.50000000E+1	4.38100000E-11	6.90600000E-11
1.60000000E+1	4.37400000E-11	6.45000000E-11
1.70000000E+1	4.38600000E-11	6.04900000E-11
1.80000000E+1	4.37700000E-11	5.66600000E-11
1.90000000E+1	4.38900000E-11	5.31700000E-11
2.00000000E+1	4.38600000E-11	4.99800000E-11
2.10000000E+1	4.40100000E-11	4.69700000E-11
2.20000000E+1	4.39500000E-11	4.42900000E-11
2.30000000E+1	4.40400000E-11	4.17000000E-11
2.40000000E+1	4.40900000E-11	3.92700000E-11
2.50000000E+1	4.40400000E-11	3.71400000E-11
2.60000000E+1	4.40600000E-11	3.51400000E-11
2.70000000E+1	4.41200000E-11	3.33200000E-11
2.80000000E+1	4.41100000E-11	3.14600000E-11
2.90000000E+1	4.41200000E-11	2.98500000E-11
3.00000000E+1	4.42700000E-11	2.83300000E-11
3.10000000E+1	4.42000000E-11	2.68400000E-11
3.20000000E+1	4.42200000E-11	2.54900000E-11
3.30000000E+1	4.41600000E-11	2.41000000E-11
3.40000000E+1	4.43000000E-11	2.29700000E-11
3.50000000E+1	4.42200000E-11	2.18000000E-11
3.60000000E+1	4.43600000E-11	2.08200000E-11
3.70000000E+1	4.42900000E-11	1.98200000E-11
3.80000000E+1	4.44000000E-11	1.89300000E-11
3.90000000E+1	4.43400000E-11	1.80400000E-11
4.00000000E+1	4.44700000E-11	1.71300000E-11
4.10000000E+1	4.44700000E-11	1.65100000E-11
4.20000000E+1	4.44700000E-11	1.56600000E-11
4.30000000E+1	4.44200000E-11	1.51200000E-11
4.40000000E+1	4.44100000E-11	1.43600000E-11
4.50000000E+1	4.44600000E-11	1.37300000E-11
4.60000000E+1	4.45200000E-11	1.32700000E-11
4.70000000E+1	4.45800000E-11	1.26700000E-11
4.80000000E+1	4.45300000E-11	1.20700000E-11
4.90000000E+1	4.45800000E-11	1.16200000E-11
5.00000000E+1	4.45200000E-11	1.12100000E-11
