wavelength(nm)    spectral_current_density(A*m^-2*nm^-1)    error(A*m^-2*nm^-1)
34.45 8.189822604034206e-08 2.7901480243029324e-08
34.55 9.520563881156614e-08 3.4609874486556454e-08
34.65 1.3737733070649777e-07 5.5500398221343634e-08
34.75 1.163627917972874e-07 7.985183335434618e-08
34.85 1.4941548503467515e-07 8.694941772521559e-08
34.95 1.1268830001303969e-07 6.377315007481031e-08
35.05 8.926673114045374e-08 3.846892911959834e-08
35.15 8.931782997892324e-08 4.441997553862312e-08
35.25 8.48436112044002e-08 5.5191851955961905e-08
35.35 9.610688083010046e-08 6.388163256391233e-08
35.45 6.086656611881089e-08 5.3121225778890535e-08
35.55 6.818575465288492e-08 5.006396467125677e-08
35.65 5.542446049396156e-08 4.337105625744238e-08
35.75 5.0026460806506797e-08 2.911191639449393e-08
35.85 4.938822109620386e-08 4.060339644035484e-08
35.95 9.930871054889988e-08 1.1626043580058967e-07
36.05 1.9451268801594237e-07 2.8639022783198857e-07
36.15 1.5104837976167383e-07 2.378987603258301e-07
36.25 3.2325847510674756e-08 3.8092692143341834e-08
36.35 6.568143208393798e-08 6.21621110601725e-08
36.45 9.969936309692957e-08 8.734920468883085e-08
36.55 9.013385330649085e-08 7.120874993685606e-08
36.65 1.4206805157152836e-07 4.834408912999601e-08
36.75 3.3110502620865986e-07 1.124761622265803e-07
36.85 3.445177664698746e-07 1.1709118008646871e-07
36.95 2.367551146110358e-07 8.044990834342519e-08
37.05 2.230442237864219e-08 7.585587526846721e-09
37.15 9.20137984013744e-09 3.1581830743449467e-09
37.25 1.3755445346706604e-08 4.690530514858799e-09
37.35 2.2736375295873015e-08 7.726960475658722e-09
37.45 2.2854957466864614e-08 7.766127486168841e-09
37.55 2.8912741379840062e-08 9.824180438135814e-09
37.65 2.122330657778446e-08 7.212150207843097e-09
37.75 2.1418812708688304e-08 7.278014393206138e-09
37.85 1.3697452944125643e-08 4.65567782197015e-09
37.95 1.2364034369203156e-08 4.203288635239004e-09
38.05 1.269985074709215e-08 4.316325896598824e-09
38.15 9.157337626688593e-09 3.112472255234613e-09
38.25 1.0629717618445639e-08 3.616607961588076e-09
38.35 1.2678722150450384e-08 4.309045948675134e-09
38.45 1.4031116086151258e-08 4.9367455574964754e-09
38.55 1.2750034743025951e-08 4.5282029928167125e-09
38.65 1.1079781593315984e-08 3.7656908260398975e-09
38.75 1.0369660998494436e-08 3.5347220907659134e-09
38.85 1.0408168022652967e-08 3.814746937776603e-09
38.95 1.3529812152795731e-08 9.134770372793376e-09
39.05 1.223934561139858e-08 7.847016780239134e-09
39.15 1.1092491075581407e-08 3.769729958085422e-09
39.25 1.061552386056145e-08 3.6081112051352967e-09
39.35 1.081389327426808e-08 4.092272653240215e-09
39.45 9.77126331064476e-09 3.321163938756093e-09
39.55 9.04993882305255e-09 3.076274622318142e-09
39.65 8.595824682708684e-09 2.921554323565025e-09
39.75 7.580842870912842e-09 2.5772871366168193e-09
39.85 1.1627425725663378e-08 3.951581058356175e-09
39.95 1.5725048600064122e-08 5.343288074407368e-09
40.5 2.3946547262487742e-08 5.005820226714153e-09
41.5 1.7676492006633287e-08 9.28969125633956e-09
42.5 1.6512140258872285e-08 3.67301843241854e-09
43.5 3.622140084861447e-08 6.282439053410811e-09
44.5 2.1279834974340685e-08 5.789759880378894e-09
45.5 2.386730832263034e-08 4.2615013924666315e-09
46.5 6.525092128040787e-08 9.533566624545146e-09
47.5 2.9615399301545167e-08 5.690451945141916e-09
48.5 4.514311276106738e-08 9.595969694283235e-09
49.5 5.940466858779323e-08 2.1985114372844744e-08
50.5 6.576952008301061e-08 1.8694805636173317e-08
51.5 2.618873504863671e-08 8.597125626424663e-09
52.5 2.9356735665817684e-08 1.1517573390196387e-08
53.5 3.067165196451749e-08 5.457872146513637e-09
54.5 1.9506642310855003e-08 3.97299573498721e-09
55.5 1.1231469085128391e-07 1.5486951132047536e-08
