wavelength(nm)    spectral_current_density(A*m^-2*nm^-1)    error(A*m^-2*nm^-1)
161.5 4.0671455343637525e-08 7.559104516365428e-09
162.5 4.279808464984009e-08 8.28522764904704e-09
163.5 4.2141706686125705e-08 8.524217612771509e-09
164.5 4.6746874356906605e-08 9.860574989856028e-09
165.5 6.913815442839297e-08 1.5241011652521844e-08
166.5 4.431122302569371e-08 1.0256382967309052e-08
167.5 4.819337168144022e-08 1.170095022525939e-08
168.5 4.816736642342519e-08 1.2267626373541686e-08
169.5 5.918748564962767e-08 1.5898871150628905e-08
170.5 6.278025618522349e-08 1.7813293682852203e-08
171.5 5.8690988196004544e-08 1.7640255147725143e-08
172.5 6.058638616413347e-08 1.930881634018836e-08
173.5 5.571351565182669e-08 1.88574557664987e-08
174.5 6.372056164806139e-08 2.2972316612336304e-08
175.5 7.237247896290001e-08 2.7864973265053252e-08
176.5 7.245053959117956e-08 2.983802239163253e-08
177.5 8.241250946740934e-08 3.641547654905208e-08
178.5 8.566183035781155e-08 4.066632782682386e-08
179.5 8.15182524460926e-08 4.169757468593939e-08
180.5 9.737158886222543e-08 5.3801472429542377e-08
181.5 1.0649370886683846e-07 6.373686302275622e-08
182.5 9.607793149206924e-08 6.238993096195683e-08
183.5 9.606593426269779e-08 6.790692101632214e-08
184.5 7.84610750564371e-08 6.057687565688505e-08
185.5 8.326879330718279e-08 7.04886256587025e-08
186.5 8.940396035757215e-08 8.334600299421337e-08
187.5 9.328577519144327e-08 9.627759771155337e-08
188.5 8.420525178784196e-08 9.685082015818093e-08
189.5 5.82575276501943e-08 7.530753140950576e-08
190.5 nan nan
191.5 nan nan
192.5 nan nan
193.5 nan nan
194.5 nan nan
190.5 7.423396009923585e-08 1.1000835723289004e-07
191.5 7.160458820457785e-08 1.1674059545942003e-07
192.5 6.940281399393316e-08 1.243183923887853e-07
193.5 4.884675515967661e-08 9.594456348487803e-08
194.5 7.250971357407805e-08 1.5576091248762807e-07
195.5 6.418102879867808e-08 1.5026013221497153e-07
196.5 6.623523025023172e-08 1.682733547870893e-07
197.5 6.177771620879215e-08 1.6941816035765658e-07
198.5 5.7457584555465086e-08 1.6904033614960612e-07
199.5 5.7865621074106395e-08 1.813544759961978e-07
200.5 5.865490614339484e-08 1.9432446855070622e-07
201.5 6.160294500469134e-08 2.139937892882048e-07
202.5 5.783306569356342e-08 2.0891130415877196e-07
203.5 6.39039384038279e-08 2.3813383157370391e-07
204.5 6.798737473470539e-08 2.5944028348896345e-07
205.5 6.75906164949115e-08 2.624683988084903e-07
206.5 6.802373944171187e-08 2.674960913018483e-07
207.5 7.64838905186175e-08 3.0362524320432793e-07
208.5 8.570230399734169e-08 3.4308163139571983e-07
209.5 1.2094399162156617e-07 4.888250224207752e-07
210.5 1.5339812832177868e-07 6.283573164095303e-07
211.5 1.7906963235215436e-07 7.484488225464266e-07
212.5 1.6274730240518338e-07 7.01236252286686e-07
213.5 1.385106537384668e-07 6.243030459669942e-07
214.5 1.8236563120355434e-07 8.776048025357213e-07
215.5 1.338501832824282e-07 7.079022057337286e-07
216.5 1.1140334087671605e-07 6.756192870369102e-07
217.5 8.719619282549668e-08 6.48645079738331e-07
218.5 8.831081878767078e-08 9.111182977390255e-07
219.5 4.9147110160617596e-08 9.510172382963449e-07
220.5 7.164577174083404e-08 7.612132741621538e-07
221.5 4.870382453818581e-08 5.488079718099853e-07
222.5 6.818913180069752e-08 8.171102880559882e-07
223.5 8.225573053241777e-08 1.0513386264611096e-06
224.5 7.142295701992562e-08 9.769865444824145e-07
225.5 5.933105841560207e-08 8.718905316108154e-07
226.5 3.897932817437221e-08 6.180575962240207e-07
227.5 3.691821699827754e-08 6.347713223645462e-07
228.5 4.911182757788626e-08 9.210025098599136e-07
229.5 3.839157775327172e-08 7.906133472929673e-07
230.5 4.275039521607479e-08 9.746324489565722e-07
231.5 3.332662260904399e-08 8.494232266958881e-07
232.5 3.220508334004797e-08 9.288566109966854e-07
233.5 2.3746354854861947e-08 7.869885909177111e-07
234.5 1.6634290405240095e-08 6.462705928621823e-07
235.5 2.2445588539355206e-08 1.0505274962031945e-06
236.5 1.3938271319295933e-08 8.173128495602331e-07
237.5 1.2822413668192508e-08 1.0016789047192032e-06
238.5 5.9814442917790995e-09 6.950130284048234e-07
239.5 3.891686706458677e-09 8.709106620311898e-07
240.5 3.129769468890837e-10 8.094661735801002e-07
241.5 -3.4806733423037945e-09 9.560902957260147e-07
242.5 -1.1075379219839907e-08 1.4545902823263539e-06
243.5 -1.5474078675289763e-08 1.3414776875415798e-06
244.5 -1.989034701057834e-08 1.2911955944795665e-06
245.5 -1.976085645936611e-08 1.0279484143494729e-06
246.5 -2.389823049787377e-08 1.0393673088958878e-06
247.5 -3.232081904054336e-08 1.2098850759041488e-06
248.5 -2.8550020703073882e-08 9.395401989636365e-07
249.5 -4.133886637741756e-08 1.2153567785479991e-06
