wavelength(nm)    spectral_current_density(A*m^-2*nm^-1)    error(A*m^-2*nm^-1)
132.5 1.5072587085373145e-08 2.0647210329360752e-09
133.5 1.3158218931469478e-07 2.070091735018236e-08
134.5 1.1584426044245088e-08 1.6391863898797865e-09
135.5 2.455905800540255e-08 2.962888373570993e-09
136.5 1.3849865554285337e-08 1.7656259584831216e-09
137.5 1.3647016055501081e-08 1.781217480280009e-09
138.5 1.2496729097549445e-08 1.559543462490094e-09
139.5 2.971708638587434e-08 4.558296378752109e-09
140.5 2.3567102149107595e-08 3.287139398248382e-09
141.5 1.2903935735869086e-08 1.6021404438115708e-09
142.5 1.2908139823559477e-08 1.6559739054210948e-09
143.5 1.3251420689154677e-08 1.596639342916538e-09
144.5 1.2018883341067563e-08 1.4740621959655364e-09
145.5 1.1498852574082056e-08 1.4930150508310267e-09
146.5 1.2783808461087213e-08 1.5271392538907333e-09
147.5 1.4635937211775934e-08 1.7550270748556766e-09
148.5 1.3596527582158676e-08 1.6157927067753999e-09
149.5 1.1117033114988688e-08 1.3297293217152115e-09
150.5 1.1412805851713324e-08 1.3372684246288976e-09
151.5 1.1382182866807423e-08 1.3454262597148823e-09
152.5 1.280694673865203e-08 1.5291274705809268e-09
153.5 1.3116101990950438e-08 1.5466010924810694e-09
154.5 2.0733612274600714e-08 2.5885829308230536e-09
155.5 1.680234387614749e-08 2.0353009225124657e-09
156.5 1.5367591671653973e-08 1.7970462750347579e-09
157.5 1.255269830850713e-08 1.4752348714699143e-09
158.5 1.1286723324090638e-08 1.3152667171471968e-09
