wavelength(nm)    spectral_current_density(A*m^-2*nm^-1)    error(A*m^-2*nm^-1)
159.5 8.30188350499308e-09 1.4305908013104133e-09
160.5 6.341471820689598e-09 1.0822983026086236e-09
161.5 7.053966374938218e-09 1.2195608302381127e-09
162.5 7.435379478853345e-09 1.298778158138189e-09
163.5 7.3485498750208485e-09 1.30304870324792e-09
164.5 8.200573462142056e-09 1.4734397482903611e-09
165.5 1.2232686485785525e-08 2.234606820147398e-09
166.5 7.929743340370737e-09 1.483527497379839e-09
167.5 8.750179531141092e-09 1.6742932062077196e-09
168.5 8.902539801408936e-09 1.7413636228966476e-09
169.5 1.1175262813203957e-08 2.2530485858182595e-09
170.5 1.2154000377124169e-08 2.5291112262316427e-09
171.5 1.1694305467437875e-08 2.519961809825781e-09
172.5 1.2471691982796048e-08 2.780898884866202e-09
173.5 1.1892146545148367e-08 2.7428048582243536e-09
174.5 1.4152993449461985e-08 3.38254759634128e-09
175.5 1.6780425951401622e-08 4.159892485721905e-09
176.5 1.7585363887355545e-08 4.512405773194887e-09
177.5 2.098886706325839e-08 5.581635474546052e-09
178.5 2.2931196701169518e-08 6.297181646245277e-09
179.5 2.2962523243169228e-08 6.514195063393511e-09
180.5 2.8874292702886182e-08 8.45618260523319e-09
181.5 3.3235831374235617e-08 1.0048654079595818e-08
182.5 3.1528448651398466e-08 9.792675761810649e-09
183.5 3.309440442796783e-08 1.056702421361048e-08
184.5 2.8313518440068334e-08 9.29414923262491e-09
185.5 3.1389922049860826e-08 1.0602010582928135e-08
186.5 3.5094830429097894e-08 1.220533428685504e-08
187.5 3.799410611351433e-08 1.362314005122985e-08
188.5 3.5443881471060434e-08 1.3143484816022864e-08
189.5 2.523523695973028e-08 9.74107652649815e-09
190.5 nan nan
191.5 nan nan
192.5 nan nan
193.5 nan nan
194.5 nan nan
190.5 4.978587483093038e-08 1.620670275649837e-08
191.5 4.941365373641086e-08 1.7555787805924298e-08
192.5 4.935145013828823e-08 1.8978602506096594e-08
193.5 3.583521836657638e-08 1.4789692686279894e-08
194.5 5.493407063853138e-08 2.4138437528973347e-08
195.5 5.024468728053506e-08 2.3314221709977422e-08
196.5 5.3590388242051394e-08 2.6046739331024027e-08
197.5 5.164160273590414e-08 2.608036286533863e-08
198.5 4.957946636713138e-08 2.581073605426698e-08
199.5 5.146837028565074e-08 2.7410047008979013e-08
200.5 5.367303689764672e-08 2.9022395635399512e-08
201.5 5.7862023288635685e-08 3.154642440813328e-08
202.5 5.562095142061928e-08 3.0384301909998474e-08
203.5 6.277858053309586e-08 3.4181806566640404e-08
204.5 6.807993031975209e-08 3.6798162367718875e-08
205.5 6.888366399421672e-08 3.686318948713363e-08
206.5 7.050406670618308e-08 3.732283188257622e-08
207.5 8.06455381413016e-08 4.227414637731876e-08
208.5 9.207189946853442e-08 4.7924693455483344e-08
209.5 1.327797968944253e-07 6.89732421478224e-08
210.5 1.7289940489396948e-07 9.028572856581963e-08
211.5 2.0859306998309156e-07 1.1047635194442141e-07
212.5 1.9772466188094338e-07 1.0735641066033605e-07
213.5 1.7770909334825594e-07 1.0010797800985314e-07
214.5 2.5137464388572193e-07 1.4882977669848152e-07
215.5 2.0314208694224078e-07 1.2813908835863363e-07
216.5 1.931511199898899e-07 1.3162098355662238e-07
217.5 1.8346309143042558e-07 1.3698059618001697e-07
218.5 2.5279870545600506e-07 2.0979035625107803e-07
219.5 2.561983859781259e-07 2.398151342044038e-07
220.5 1.1939296100221124e-07 8.40025461026949e-08
221.5 8.702697879171425e-08 6.714225954683713e-08
222.5 1.309639549497606e-07 1.0960982867245084e-07
223.5 1.7026788190892916e-07 1.5324986097021673e-07
224.5 1.598394039426337e-07 1.5359647790401127e-07
225.5 1.4406318464451366e-07 1.4690555952259325e-07
226.5 1.0311233065722512e-07 1.1100406238540099e-07
227.5 1.0690264876621307e-07 1.209511955466979e-07
228.5 1.5653956431893467e-07 1.854211250699226e-07
229.5 1.3558942849384123e-07 1.675709037046474e-07
230.5 1.6862058444103291e-07 2.1678025725975154e-07
231.5 1.4822272564814432e-07 1.976985770365079e-07
232.5 1.6344674406973518e-07 2.2563641939383314e-07
233.5 1.3962136837583968e-07 1.9906865439434893e-07
234.5 1.155780687911251e-07 1.6986516089710018e-07
235.5 1.893522356577476e-07 2.8636289626759486e-07
236.5 1.4845001345397774e-07 2.306507677301641e-07
237.5 1.8330685145246025e-07 2.9217880225688133e-07
238.5 1.2812475203305638e-07 2.092296699009159e-07
239.5 1.6171023203586915e-07 2.7021695282319347e-07
240.5 1.5136392800538785e-07 2.585206677620264e-07
241.5 1.8001985137352597e-07 3.139342443968515e-07
242.5 2.757400953320486e-07 4.905057854762855e-07
243.5 2.5598955318685915e-07 4.640928386720569e-07
244.5 2.4800129309884936e-07 4.5784025224646694e-07
245.5 1.9870171908040771e-07 3.7325108578733867e-07
246.5 2.0216904255706867e-07 3.8613397704044064e-07
247.5 2.3678462007650376e-07 4.5952069779662714e-07
248.5 1.8498583396953174e-07 3.6453885703545557e-07
249.5 2.4070884216655984e-07 4.813831694864076e-07
