wavelength(nm)    spectral_current_density(A*m^-2*nm^-1)    error(A*m^-2*nm^-1)
158.5 1.4072347292783718e-08 1.8626078571473459e-09
159.5 2.7137169775152214e-08 3.4433597320258474e-09
160.5 1.8193510269022663e-08 1.9561077490341726e-09
161.5 2.1835722077097268e-08 2.532690748469925e-09
162.5 2.4779756326705236e-08 3.0471188418314965e-09
163.5 2.630158618430342e-08 3.4286571227153143e-09
164.5 3.143399811182618e-08 4.292457081458412e-09
165.5 5.006016591056998e-08 7.14948120072724e-09
166.5 3.452452588045981e-08 5.18085668322515e-09
167.5 4.037435494753932e-08 6.310971491763745e-09
168.5 4.3349432877499053e-08 7.013884074906635e-09
169.5 5.716278677475908e-08 9.641338025168357e-09
170.5 6.498637214236274e-08 1.1398898490629573e-08
171.5 6.502192139608415e-08 1.1874758885357487e-08
172.5 7.171753966049002e-08 1.358734073072631e-08
173.5 7.032888170086649e-08 1.3792202033663894e-08
174.5 8.558817565098597e-08 1.7403681626577762e-08
175.5 1.0317502008738838e-07 2.178292144099623e-08
176.5 1.0931387252015084e-07 2.3911611957478315e-08
177.5 1.311834124008963e-07 2.982291906315539e-08
178.5 1.4334947812550803e-07 3.376740982600893e-08
179.5 1.4285966686317142e-07 3.497075470336498e-08
180.5 1.7795627449927523e-07 4.534668574832106e-08
181.5 2.0205907666977252e-07 5.3750469952781724e-08
182.5 1.8835598727583745e-07 5.2130535816157266e-08
183.5 1.9362160581018533e-07 5.5980716934523886e-08
184.5 1.617392839507978e-07 4.9010240884925585e-08
185.5 1.746278655510362e-07 5.5694416544065596e-08
186.5 1.897232352228159e-07 6.395464995933995e-08
187.5 1.9923519034003923e-07 7.133925562916537e-08
188.5 1.8002828257630382e-07 6.896364583654888e-08
189.5 1.240187550788865e-07 5.136547354979933e-08
190.5 nan nan
191.5 nan nan
192.5 nan nan
193.5 nan nan
194.5 nan nan
190.5 2.587096929934248e-07 9.155690736116839e-08
191.5 2.6011135790811886e-07 9.598765723102129e-08
192.5 2.625225204027455e-07 1.0104095454200404e-07
193.5 1.920881871612315e-07 7.708789487654532e-08
194.5 2.9576143662210723e-07 1.2377742948251148e-07
195.5 2.707077044986924e-07 1.181279891024138e-07
196.5 2.877630087026846e-07 1.3091581001460664e-07
197.5 2.751417784750537e-07 1.3049635317032966e-07
198.5 2.6086330816886105e-07 1.289741401206196e-07
199.5 2.661139555007356e-07 1.371626114702276e-07
200.5 2.7135047896981073e-07 1.4577850308171228e-07
201.5 2.846286718552485e-07 1.593496147318568e-07
202.5 2.6497203325882027e-07 1.5454784086475048e-07
203.5 2.8839813320629886e-07 1.751935180381943e-07
204.5 3.0047830320044673e-07 1.9003531518807313e-07
205.5 2.912316268948751e-07 1.9165050885095687e-07
206.5 2.849474292637952e-07 1.9498913640916672e-07
207.5 3.112414453344937e-07 2.213040031439228e-07
208.5 3.3933529501369515e-07 2.5044433639046034e-07
209.5 4.6789334344770683e-07 3.5805207731343853e-07
210.5 5.839513203683443e-07 4.6280954171385234e-07
211.5 6.777044878559978e-07 5.555116548157909e-07
212.5 6.209814331173907e-07 5.257085659457298e-07
213.5 5.428077108909674e-07 4.738772328584007e-07
214.5 7.521877359774795e-07 6.761232344586703e-07
215.5 6.005096193101167e-07 5.549294287915193e-07
216.5 5.694716731508115e-07 5.402097273291842e-07
217.5 5.452823120663393e-07 5.30267954473377e-07
218.5 7.665280139558996e-07 7.63246063964239e-07
219.5 8.031731514388554e-07 8.18049387347177e-07
220.5 3.46923140574244e-07 6.366174892350067e-07
221.5 2.4763133768020015e-07 4.689656115246115e-07
222.5 3.650463776367132e-07 7.128722721669052e-07
223.5 4.6506704153762937e-07 9.357691132557055e-07
224.5 4.2794713962779564e-07 8.865673782429983e-07
225.5 3.781941071541354e-07 8.061213418896344e-07
226.5 2.654943206533956e-07 5.818587234951148e-07
227.5 2.700467924859667e-07 6.081361892671153e-07
228.5 3.8806054107043127e-07 8.974307748626579e-07
229.5 3.2994452553917496e-07 7.831297781947077e-07
230.5 4.02880807744767e-07 9.80899245734116e-07
231.5 3.478077440518929e-07 8.681932308958643e-07
232.5 3.7675874255365767e-07 9.637262830297905e-07
233.5 3.162295514529062e-07 8.285153470081942e-07
234.5 2.572688814185208e-07 6.900731196343315e-07
235.5 4.1432230151851186e-07 1.1372777690592439e-06
236.5 3.1937145677743074e-07 8.967348418497595e-07
237.5 3.878213818764586e-07 1.1134349085998946e-06
238.5 2.6663053292594547e-07 7.824236411952339e-07
239.5 3.3107183026269433e-07 9.926393272791006e-07
240.5 3.0492757641341763e-07 9.337905236791211e-07
241.5 3.569140869573625e-07 1.115966930759722e-06
242.5 5.381326910958181e-07 1.717388626470169e-06
243.5 4.918502820986384e-07 1.6016447682210436e-06
244.5 4.692009481042367e-07 1.558523856995929e-06
245.5 3.7023023121069245e-07 1.2540625167687482e-06
246.5 3.710388670197882e-07 1.2812544225845895e-06
247.5 4.281146620955043e-07 1.5066929200982087e-06
248.5 3.2954335616380714e-07 1.1817094970222978e-06
249.5 4.225689100772762e-07 1.5435370390679165e-06
