wavelength(nm)    spectral_current_density(A*m^-2*nm^-1)    error(A*m^-2*nm^-1)
34.65 2.4269390956209684e-07 9.685704791300307e-08
34.75 2.0287961028735766e-07 1.3863744287396437e-07
34.85 2.570861530643395e-07 1.4872950324126837e-07
34.95 1.913390281025304e-07 1.0761081526255626e-07
35.05 1.4956963641659387e-07 6.376199251263134e-08
35.15 1.4767705855405918e-07 7.284870166150479e-08
35.25 1.3842409771868782e-07 8.961984264625318e-08
35.35 1.5472696929268924e-07 1.0237772152305571e-07
35.45 9.669751868255488e-08 8.416925145422078e-08
35.55 1.0689710798942964e-07 7.819232460791254e-08
35.65 8.574823157912102e-08 6.687778487876605e-08
35.75 7.638276568792315e-08 4.418190216250162e-08
35.85 7.442457281472077e-08 6.100169558476897e-08
35.95 1.4770941222111668e-07 1.7266501508703798e-07
36.05 2.855829179820978e-07 4.2007979815714224e-07
36.15 2.1892966883312395e-07 3.445252960561108e-07
36.25 4.625820647096521e-08 5.442977945253112e-08
36.35 9.28075347766886e-08 8.763261597241129e-08
36.45 1.3912066701650492e-07 1.2155949753559644e-07
36.55 1.242247944138358e-07 9.781686175425785e-08
36.65 1.9342203543584964e-07 6.463580435639919e-08
36.75 4.4538779394572354e-07 1.485682621137691e-07
36.85 4.57959283965635e-07 1.528425910890665e-07
36.95 3.110591328096873e-07 1.0379538617038096e-07
37.05 2.8970405794167276e-08 9.675777048100265e-09
37.15 1.1817738196112707e-08 3.984838025230692e-09
37.25 1.7473418415665952e-08 5.852351846623239e-09
37.35 2.8573046982830813e-08 9.537075411188937e-09
37.45 2.8422644131755553e-08 9.485924599096506e-09
37.55 3.559140166723783e-08 1.1878656882000902e-08
37.65 2.5868430181134997e-08 8.635063922126717e-09
37.75 2.5857677767103185e-08 8.631344819009218e-09
37.85 1.638375206982043e-08 5.470952778566652e-09
37.95 1.4657567378606892e-08 4.895897333748793e-09
38.05 1.4927378039989517e-08 4.9850464378478395e-09
38.15 1.0675757308462008e-08 3.565652773199315e-09
38.25 1.2295981846604554e-08 4.111460877117537e-09
38.35 1.4558024516610023e-08 4.862703082530777e-09
38.45 1.599867111250873e-08 5.539169542444677e-09
38.55 1.444284046819677e-08 5.04940052423731e-09
38.65 1.2474183081685257e-08 4.16763482813288e-09
38.75 1.1608610588661329e-08 3.890518412993575e-09
38.85 1.1591095143437421e-08 4.186814814638055e-09
38.95 1.499617146362559e-08 1.0081964035084914e-08
39.05 1.350806109439489e-08 8.61990310439047e-09
39.15 1.2196104284512192e-08 4.0755045187592325e-09
39.25 1.1633341678875698e-08 3.8881076740990454e-09
39.35 1.1817677991973278e-08 4.412145517663567e-09
39.45 1.0653820783081979e-08 3.560886259161826e-09
39.55 9.849710212664718e-09 3.2924612213588254e-09
39.65 9.343450746078532e-09 3.1228356804277956e-09
39.75 8.233748273752466e-09 2.7526946680112376e-09
39.85 1.2625286773504064e-08 4.219201425310816e-09
39.95 1.707822181958325e-08 5.706197883829429e-09
40.5 2.6260386437542693e-08 5.239836056544185e-09
41.5 2.0342776306062376e-08 1.0612487045702456e-08
42.5 2.0375390516850118e-08 4.341183288157152e-09
43.5 4.793238916535526e-08 7.743587984701772e-09
44.5 2.984502639291802e-08 7.905098512879403e-09
45.5 3.506108941721697e-08 5.8649632300672e-09
46.5 9.99452902671859e-08 1.3149973806015324e-08
47.5 4.733301586533643e-08 8.579732370365335e-09
48.5 7.468974514311367e-08 1.5164023401730217e-08
49.5 9.717723471391142e-08 3.542128147145793e-08
50.5 1.0064111316817435e-07 2.7872350904291195e-08
51.5 3.767273034916116e-08 1.2183145649049551e-08
52.5 4.302334155103518e-08 1.671098050013959e-08
53.5 4.4388838318577717e-08 7.626772151999637e-09
54.5 2.675775932633617e-08 5.399982508053707e-09
55.5 1.4350535743124804e-07 1.9916362194209912e-08
56.5 3.2175121448443016e-08 5.478052729511504e-09
57.5 2.6902715745090257e-08 5.702945957653417e-09
58.5 2.2927617530585277e-07 4.218210618013736e-08
