wavelength(nm)    spectral_current_density(A*m^-2*nm^-1)    error(A*m^-2*nm^-1)
145.5 4.061897927476514e-09 3.7448296991559716e-10
146.5 4.284304926005295e-09 3.332825838687062e-10
147.5 4.662785316012147e-09 3.7236280834616383e-10
148.5 4.1268359129811e-09 3.3126440403792074e-10
149.5 3.2189588932187654e-09 2.7100096364262877e-10
150.5 3.1496553904415246e-09 2.662913036882979e-10
151.5 2.981595184287031e-09 2.709191934981224e-10
152.5 3.1626217546890236e-09 3.113362524192435e-10
153.5 3.034205479232095e-09 3.157629865003204e-10
154.5 4.496964446393883e-09 5.389377183826767e-10
155.5 3.4724028225274527e-09 4.3365162500232215e-10
156.5 3.133660378906805e-09 4.0725186298152085e-10
157.5 2.6229702556083947e-09 3.6558662498036184e-10
158.5 2.36133414019428e-09 3.5339218938588834e-10
159.5 1.976993996462604e-09 3.441418448204644e-10
