wavelength(nm)    spectral_current_density(A*m^-2*nm^-1)    error(A*m^-2*nm^-1)
161.5 3.712472504425551e-08 7.18161790267917e-09
162.5 3.874405305753874e-08 7.878064638452427e-09
163.5 3.785306080576082e-08 8.109431712951764e-09
164.5 4.168723945504364e-08 9.387748889621915e-09
165.5 6.125500683374883e-08 1.4518518214065453e-08
166.5 3.9037803576259737e-08 9.770463793392069e-09
167.5 4.226181850008772e-08 1.1149915255745399e-08
168.5 4.2093331028983894e-08 1.1695700034424104e-08
169.5 5.161411370215094e-08 1.5155623392067397e-08
170.5 5.4712036947938836e-08 1.6978675893707138e-08
171.5 5.1197799508692464e-08 1.6809557776755716e-08
172.5 5.299264396160105e-08 1.8398896698074896e-08
173.5 4.894670753396507e-08 1.7971117524067388e-08
174.5 5.632741220746102e-08 2.1895862112885446e-08
175.5 6.447677451681753e-08 2.6566774877076117e-08
176.5 6.514593169047556e-08 2.846543883180117e-08
177.5 7.487610900694899e-08 3.4769315828359606e-08
178.5 7.869270692404442e-08 3.887748098081383e-08
179.5 7.572340338167866e-08 3.992791611259654e-08
180.5 9.139722119934258e-08 5.162352640109172e-08
181.5 1.0083996679801383e-07 6.130948560269667e-08
182.5 9.151958338321464e-08 6.019371517507697e-08
183.5 9.166212583068591e-08 6.574295041339716e-08
184.5 7.453709590734003e-08 5.88763864012291e-08
185.5 7.81012137020449e-08 6.880857879852534e-08
186.5 8.184324734394241e-08 8.174768169925405e-08
187.5 8.20182853293513e-08 9.491739916164881e-08
188.5 6.94757068088944e-08 9.600329031666001e-08
189.5 4.353542470621852e-08 7.506756342962965e-08
190.5 nan nan
191.5 nan nan
192.5 nan nan
193.5 nan nan
194.5 nan nan
190.5 6.5282822203592e-08 1.1426039117744509e-07
191.5 6.743731651168706e-08 1.2071206716389162e-07
192.5 6.988039584338647e-08 1.2808448269544076e-07
193.5 5.245149715794561e-08 9.857460572823883e-08
194.5 8.275675680966001e-08 1.5970321754232762e-07
195.5 7.751847519944478e-08 1.5385485618662693e-07
196.5 8.419878789524725e-08 1.7217538252299356e-07
197.5 8.210770616624515e-08 1.7332207230398341e-07
198.5 7.92194159712595e-08 1.729993941404663e-07
199.5 8.202209287568723e-08 1.8575378752994802e-07
200.5 8.462128558509145e-08 1.9927533797269057e-07
201.5 8.947601007760954e-08 2.197720935289621e-07
202.5 8.360049978304394e-08 2.149172784626985e-07
203.5 9.085341833706937e-08 2.4542751792949996e-07
204.5 9.394105585534995e-08 2.678830688682793e-07
205.5 8.971075722674059e-08 2.7149228928337233e-07
206.5 8.574778157536503e-08 2.7713335952846105e-07
207.5 9.057041691069193e-08 3.149670066494579e-07
208.5 9.432879539434742e-08 3.561944584806498e-07
209.5 1.2242109218441522e-07 5.07634029959837e-07
210.5 1.4120719238551409e-07 6.52212654274915e-07
211.5 1.480142299796152e-07 7.757742691603732e-07
212.5 1.1887790888707988e-07 7.250304674458314e-07
213.5 8.741205473431361e-08 6.430606621347403e-07
214.5 9.58771344700082e-08 8.99247661592483e-07
215.5 5.470137301683463e-08 7.203534525739786e-07
216.5 2.9838163867443875e-08 6.814603122651822e-07
217.5 6.508484269954898e-09 6.471255664112138e-07
218.5 -2.2752796712404703e-08 8.969680631745619e-07
219.5 -5.770097458411259e-08 9.214881978572642e-07
220.5 5.4362430534566674e-08 7.732136156020614e-07
221.5 3.8163742249103245e-08 5.588729784816998e-07
222.5 5.53118207885023e-08 8.341676845195161e-07
223.5 6.925460982985489e-08 1.0759106227040376e-06
224.5 6.260637931860957e-08 1.0022232470482318e-06
225.5 5.4333008351140655e-08 8.965243301840921e-07
226.5 3.7440582967726695e-08 6.36994490333356e-07
227.5 3.736584188637733e-08 6.557125225646955e-07
228.5 5.2660536995928206e-08 9.535197995914639e-07
229.5 4.3890400885055416e-08 8.203316367086264e-07
230.5 5.250870297077802e-08 1.0134602228011653e-06
231.5 4.439081846648114e-08 8.851461750046716e-07
232.5 4.7062895895642625e-08 9.6995021667132e-07
233.5 3.863933853981417e-08 8.235014448005545e-07
234.5 3.07301277642731e-08 6.776276046295158e-07
235.5 4.834924703188096e-08 1.103699477247329e-06
236.5 3.638577416251218e-08 8.603690014895425e-07
237.5 4.310676378236951e-08 1.0564880229705197e-06
238.5 2.8892068411085842e-08 7.344387094133801e-07
239.5 3.494656029402626e-08 9.220405052489177e-07
240.5 3.132784529549716e-08 8.585713951237149e-07
241.5 3.565867956167401e-08 1.0159346002320184e-06
242.5 5.2233690450847616e-08 1.5484056379078826e-06
243.5 4.633611465286443e-08 1.4305172568456347e-06
244.5 4.285558582722333e-08 1.379290964083378e-06
245.5 3.274814658913248e-08 1.0999634517491214e-06
246.5 3.1744570367375996e-08 1.1140589799720726e-06
247.5 3.538138247158083e-08 1.298986998981222e-06
