wavelength(nm)    spectral_current_density(A*m^-2*nm^-1)    error(A*m^-2*nm^-1)
34.05 4.7237859704081824e-08 2.0921190102011728e-08
34.15 7.764934465948827e-08 4.2105519503513755e-08
34.25 7.456986359932881e-08 4.06080575890157e-08
34.35 5.515572567977062e-08 2.2566084755029667e-08
34.45 7.918852878013659e-08 2.6978230533149433e-08
34.55 9.173801700384714e-08 3.3349189822951404e-08
34.65 1.319132834386947e-07 5.329278586664582e-08
34.75 1.1134369673679648e-07 7.640750574583895e-08
34.85 1.4246885430036067e-07 8.290687205856336e-08
34.95 1.070716075544446e-07 6.059446275291165e-08
35.05 8.451977355841027e-08 3.6423209446888215e-08
35.15 8.427248214978642e-08 4.191077026055202e-08
35.25 7.977286171627496e-08 5.1893255204759924e-08
35.35 9.005174698765713e-08 5.985682665836926e-08
35.45 5.6837512286018316e-08 4.9604882138241364e-08
35.55 6.34584102182247e-08 4.6593031873633546e-08
35.65 5.141154142309752e-08 4.023086818958719e-08
35.75 4.625412494912523e-08 2.6916717568461927e-08
35.85 4.551945223729391e-08 3.742280952467243e-08
35.95 9.124703086421256e-08 1.0682270472800715e-07
36.05 1.781866445888234e-07 2.6235272131604995e-07
36.15 1.3796860564673843e-07 2.172984080867635e-07
36.25 2.9443893340984622e-08 3.469663054382108e-08
36.35 5.96644907876467e-08 5.6467637298167555e-08
36.45 9.033232721379396e-08 7.914262290620066e-08
36.55 8.14644434272334e-08 6.435975566674827e-08
36.65 1.2810318820011073e-07 4.359249957459934e-08
36.75 2.9789868303806e-07 1.0119716392050645e-07
36.85 3.0932239831384676e-07 1.0513058103577427e-07
36.95 2.121559073118525e-07 7.209190460937497e-08
37.05 1.9950924241040735e-08 6.785259156761548e-09
37.15 8.216795457172748e-09 2.820277569967771e-09
37.25 1.2264885991270638e-08 4.182306253921943e-09
37.35 2.0244716603643148e-08 6.880247529044979e-09
37.45 2.0325203332640294e-08 6.906590675179505e-09
37.55 2.5684435711833416e-08 8.727333891682355e-09
37.65 1.883570773001303e-08 6.400853862156463e-09
37.75 1.8993877565857566e-08 6.454091633201381e-09
37.85 1.2138574643929159e-08 4.125859811244192e-09
37.95 1.0951076980077373e-08 3.722967054159411e-09
38.05 1.1244022546504266e-08 3.8215569722892895e-09
38.15 8.105407430560614e-09 2.7549504329265364e-09
38.25 9.407280316066621e-09 3.200708463545947e-09
38.35 1.1220357792395115e-08 3.8134173049890015e-09
38.45 1.241830036762693e-08 4.369303600331607e-09
38.55 1.1286711886027731e-08 4.008511768789745e-09
38.65 9.811110967349312e-09 3.334514773669758e-09
38.75 9.185958653724319e-09 3.1312366601967094e-09
38.85 9.224573218138123e-09 3.380944768799852e-09
38.95 1.1998085126222874e-08 8.100612262562503e-09
39.05 1.0860743761275946e-08 6.963152813423145e-09
39.15 9.850119634392316e-09 3.3475136778899925e-09
39.25 9.4339052880309e-09 3.206487219444663e-09
39.35 9.618186993266891e-09 3.639780397903396e-09
39.45 8.698473223709205e-09 2.9565270655453415e-09
39.55 8.06373110929835e-09 2.7410352902764497e-09
39.65 7.666368952884e-09 2.605644676685631e-09
39.75 6.767714371965195e-09 2.3008396239808076e-09
39.85 1.039053688093362e-08 3.5312162041519518e-09
39.95 1.4066333478765265e-08 4.779654602954598e-09
40.5 2.153711383371705e-08 4.502136163787687e-09
41.5 1.6024390218428896e-08 8.42146283780189e-09
42.5 1.505690178264285e-08 3.3493964311533363e-09
43.5 3.333570478190097e-08 5.782222938138226e-09
44.5 1.99480018335557e-08 5.427477885176841e-09
45.5 2.2973931203977844e-08 4.102003050667891e-09
46.5 6.440879801132609e-08 9.410214070932723e-09
47.5 2.9667925792318137e-08 5.700542273225592e-09
48.5 4.569255156619548e-08 9.712957520544882e-09
49.5 6.135845212308625e-08 2.270794821059575e-08
50.5 6.832586425190178e-08 1.9426749007327118e-08
51.5 2.7115841481692508e-08 8.901864611438186e-09
52.5 3.124083361866999e-08 1.225199804790776e-08
53.5 3.320012187489884e-08 5.897675705906954e-09
54.5 2.120019454963417e-08 4.318105135822222e-09
55.5 1.2198158092413775e-07 1.684887307631069e-08
56.5 2.9096056254392898e-08 4.920716037338657e-09
57.5 2.522514491995654e-08 5.352663308947261e-09
58.5 2.1578108691672344e-07 4.0227854971855105e-08
59.5 3.808499293257268e-08 6.7143926117549735e-09
60.5 8.850090492826554e-08 2.263955229022201e-08
61.5 7.147219080924255e-08 1.9199467944893187e-08
62.5 1.9413901807276532e-07 3.1168256205610816e-08
63.5 1.6556338576189296e-07 2.287108504766952e-08
64.5 2.3067186025590983e-08 4.2194902378755484e-09
65.5 2.1794182728094846e-08 3.835219103033568e-09
66.5 2.4536199414294617e-08 4.484921092219595e-09
67.5 2.0189678090087738e-08 4.12417254149614e-09
68.5 4.541022425108744e-08 7.4106688910294054e-09
69.5 3.329184039548033e-08 7.291097585020219e-09
70.5 7.838413564804958e-08 1.4200908222030094e-08
71.5 3.045309491041062e-08 6.597694853906253e-09
72.5 2.8374130757528446e-08 8.097186686837594e-09
73.5 1.989729811459809e-08 4.943431514758422e-09
74.5 2.8756611967328837e-08 6.837574484950727e-09
75.5 3.915947378352488e-08 9.113918770420951e-09
76.5 1.0113692396059497e-07 2.169291130518322e-08
77.5 8.575977470043968e-08 1.8337849995188638e-08
78.5 1.255760994095264e-07 2.4374429111348458e-08
79.5 8.582052825213563e-08 1.6290583027357963e-08
80.5 6.651230428095181e-08 1.3112352243773126e-08
81.5 7.120823453479733e-08 1.3781834062661612e-08
82.5 8.635648499052352e-08 1.7144440456801248e-08
83.5 2.1549544390086028e-07 3.930523929165951e-08
84.5 1.2472049132308733e-07 2.739500214990832e-08
85.5 1.5175916145271307e-07 3.6341688819632115e-08
86.5 1.76527856137074e-07 4.563654738854159e-08
87.5 2.1431335497090758e-07 5.988583645211466e-08
88.5 2.521739179318164e-07 7.509791259085436e-08
89.5 2.9285189073074507e-07 9.027041097868261e-08
90.5 3.574291344828504e-07 1.1090075431974131e-07
91.5 3.0814467065267897e-07 9.495260371650191e-08
92.5 1.0583880435114132e-07 3.1647788644540727e-08
93.5 1.1099452965797233e-07 3.263531748764617e-08
94.5 8.227505818337088e-08 2.448293731673877e-08
95.5 6.634881352859616e-08 2.0627339129853094e-08
96.5 4.7615961843563e-08 1.562055612989106e-08
97.5 8.856468396954411e-07 3.5119112991275733e-07
98.5 9.703113305738459e-08 3.2360220473463344e-08
99.5 1.3882432630043008e-07 4.307900435095539e-08
100.5 5.603286953522376e-08 2.677301793725017e-08
101.5 8.04779919954399e-08 2.8478580502541814e-08
102.5 6.582981045033658e-07 2.8752336871220517e-07
103.5 5.871013472948915e-07 2.5226438649454467e-07
104.5 1.0090883605317626e-07 3.80704522069862e-08
105.5 9.639224911247872e-08 2.722451499073399e-08
106.5 1.0157522520160426e-07 2.3880854860918478e-08
107.5 1.1117532802824708e-07 2.3848165181190296e-08
108.5 1.5115224859334142e-07 3.5771532165665424e-08
109.5 1.0652299126879466e-07 2.273018747629287e-08
110.5 1.1882405100867876e-07 2.27872948560085e-08
111.5 1.0894679341758573e-07 1.8431043828743992e-08
112.5 1.1119710887984148e-07 1.6835456900771204e-08
113.5 6.983830592118618e-08 1.194595661194317e-08
114.5 8.225108973379391e-08 1.3543270170184641e-08
115.5 9.547997409573094e-08 1.5242195956783616e-08
116.5 1.1414699517648063e-07 1.499403560461741e-08
117.5 3.8967732746906966e-07 5.8396087750311393e-08
118.5 1.4312369706732773e-07 2.3218133458128307e-08
119.5 2.575819168327046e-07 2.7815642549133773e-08
120.5 6.403721262324944e-07 1.3294552486701395e-07
121.5 2.4777854043061234e-05 4.311001191134083e-06
122.5 2.2315877553434861e-07 3.503400170766252e-08
123.5 1.3166962963548733e-07 2.1004532566820146e-08
124.5 8.886216953975741e-08 1.4390516075217513e-08
125.5 7.653138288003746e-08 1.1290694529305974e-08
126.5 9.468233424864083e-08 1.6942082486102236e-08
127.5 4.801611526844756e-08 6.973900095205975e-09
128.5 3.546165145545316e-08 5.099650527140518e-09
129.5 4.590244451568701e-08 7.042373625991704e-09
130.5 2.931802684435707e-07 4.3107884842831036e-08
131.5 4.474835562371747e-08 6.875807070249794e-09
132.5 3.351606921155623e-08 5.1037695940148155e-09
133.5 2.9999230323725347e-07 5.1416319986507855e-08
134.5 2.7056707918333863e-08 4.265765301870167e-09
135.5 5.872493431550721e-08 8.223163232040473e-09
136.5 3.388902203146594e-08 4.972821416229093e-09
137.5 3.4155272876083674e-08 5.129254342315668e-09
138.5 3.1970923163662516e-08 4.670252033955794e-09
