wavelength(nm)    spectral_current_density(A*m^-2*nm^-1)    error(A*m^-2*nm^-1)
162.5 3.9997053970818505e-08 6.768225326062295e-09
163.5 4.023547870579724e-08 6.999281905780309e-09
164.5 4.567542747252036e-08 8.12555976384276e-09
165.5 6.925009088041926e-08 1.2599377100146831e-08
166.5 4.557395181293533e-08 8.513146451109214e-09
167.5 5.0979219544801106e-08 9.730693112387309e-09
168.5 5.248353839193061e-08 1.0197466753415157e-08
169.5 6.652223182509708e-08 1.3226401901126054e-08
170.5 7.287022086194501e-08 1.4807741370555473e-08
171.5 7.042242088053325e-08 1.4644705603119131e-08
172.5 7.520123852661877e-08 1.5965502936717185e-08
173.5 7.155980857930671e-08 1.5487975414690392e-08
174.5 8.468748225328721e-08 1.871946870092206e-08
175.5 9.947489259348699e-08 2.2495809010692504e-08
176.5 1.0287758456532086e-07 2.377695566281238e-08
177.5 1.2069551437633078e-07 2.8616966212099647e-08
178.5 1.2909097869706555e-07 3.135383205058575e-08
179.5 1.2602212112417067e-07 3.149264443478409e-08
180.5 1.538250993154246e-07 3.970225553266903e-08
181.5 1.7109891158977918e-07 4.58642833702243e-08
182.5 1.5608193419436093e-07 4.346145358696524e-08
183.5 1.5669592351981134e-07 4.5712742946851007e-08
184.5 1.274140976814635e-07 3.9298596069915645e-08
185.5 1.332346985694913e-07 4.396556343082071e-08
186.5 1.3913720105723857e-07 4.983543587339876e-08
187.5 1.388674156201253e-07 5.50260886863878e-08
188.5 1.1721864187380895e-07 5.279694616152907e-08
189.5 7.338855998989792e-08 3.910683959229457e-08
190.5 nan nan
191.5 nan nan
192.5 nan nan
193.5 nan nan
194.5 nan nan
190.5 1.5123970318488517e-07 6.67434186216538e-08
191.5 1.4848875352537555e-07 6.876724884858664e-08
192.5 1.460661165900057e-07 7.09640840159221e-08
193.5 1.0394713646323127e-07 5.295007078825439e-08
194.5 1.552978648724406e-07 8.29299528300775e-08
195.5 1.375662029805472e-07 7.699427178711483e-08
196.5 1.4112007425644818e-07 8.277915292106008e-08
197.5 1.2980057132364673e-07 7.981299493220467e-08
198.5 1.1797178259910416e-07 7.606803441459901e-08
199.5 1.1492100430439165e-07 7.776135864395676e-08
200.5 1.1142470315078656e-07 7.918959069204984e-08
201.5 1.1061718196501308e-07 8.267577684294977e-08
202.5 9.696763831544723e-08 7.634528369984884e-08
203.5 9.883459464027359e-08 8.215551610589794e-08
204.5 9.586402237193315e-08 8.437344801036379e-08
205.5 8.596100599474662e-08 8.039723550719917e-08
206.5 7.731337316968006e-08 7.718892063955604e-08
207.5 7.712991403953959e-08 8.266151365111747e-08
208.5 7.633814931028824e-08 8.840375302952008e-08
209.5 9.504967037759075e-08 1.1986082423093711e-07
210.5 1.0671458153681634e-07 1.4779504023248436e-07
211.5 1.1125642357688354e-07 1.7070993244809318e-07
212.5 9.177391088270008e-08 1.5725704321651228e-07
213.5 7.271115013789016e-08 1.3994331482134778e-07
214.5 9.247435938508356e-08 2.0030263097969247e-07
215.5 6.902262788185896e-08 1.6772805427125623e-07
216.5 6.266463383790215e-08 1.693676353098511e-07
217.5 5.9007332322944976e-08 1.750592998728251e-07
218.5 8.379966294343078e-08 2.686817013044827e-07
219.5 9.085837103878557e-08 3.1003482988340954e-07
220.5 2.4527061030122034e-07 8.910651334472841e-07
221.5 1.6873158435543046e-07 6.420880642388855e-07
222.5 2.393468665284642e-07 9.554961351174719e-07
223.5 2.929111106577122e-07 1.2287640586699648e-06
224.5 2.5842594229785793e-07 1.1412884550300507e-06
225.5 2.1852229403788655e-07 1.018012108883393e-06
226.5 1.4645145345463884e-07 7.212858705729797e-07
227.5 1.4185909135312005e-07 7.404330464831841e-07
228.5 1.9359902558328989e-07 1.0737977378099095e-06
229.5 1.5584743552667621e-07 9.213442155160747e-07
230.5 1.7955555905685292e-07 1.1352660552295927e-06
231.5 1.4569392876464426e-07 9.88969165772971e-07
232.5 1.4768287420405712e-07 1.080965472408154e-06
233.5 1.1540787337812414e-07 9.154589607795591e-07
234.5 8.690349892949646e-08 7.514406763220305e-07
235.5 1.2865130665788012e-07 1.220956378869865e-06
236.5 9.041468291669273e-08 9.49502350691205e-07
237.5 9.911428520467196e-08 1.1631980648066571e-06
238.5 6.076616392038603e-08 8.06748173558534e-07
239.5 6.62516210161819e-08 1.010510591913783e-06
240.5 5.250594839758193e-08 9.388377640682719e-07
241.5 5.144563853852031e-08 1.1084538631453706e-06
242.5 6.240044151100869e-08 1.685731862980621e-06
243.5 4.310689684696487e-08 1.5540413549696009e-06
244.5 2.77739148906929e-08 1.4952183198261768e-06
245.5 1.1333371003195158e-08 1.1899246465242982e-06
246.5 7.028214400171571e-10 1.2026931287872854e-06
247.5 -1.1541690476332249e-08 1.399489262338501e-06
248.5 -1.843792240602453e-08 1.0863818044610006e-06
249.5 -3.5951524362395215e-08 1.4048001037300206e-06
