wavelength(nm)    spectral_current_density(A*m^-2*nm^-1)    error(A*m^-2*nm^-1)
94.5 1.5716953551906616e-07 2.7719537892170427e-08
95.5 1.2343685905586094e-07 2.450698363279793e-08
96.5 8.69112979876619e-08 1.8575084360315623e-08
97.5 1.5991111513210665e-06 4.660618421424346e-07
98.5 1.735161710808106e-07 3.09270858045338e-08
99.5 2.4220594954825273e-07 4.256621409532596e-08
100.5 1.0597901314521508e-07 2.14699242907237e-08
101.5 1.280154454180468e-07 3.246953534392087e-08
102.5 1.0489234130010899e-06 2.552664149099749e-07
103.5 8.807610860812871e-07 1.8214243432560876e-07
104.5 1.357798365942425e-07 3.415450436001707e-08
105.5 1.1842361840729336e-07 2.8520867838435654e-08
106.5 1.1988741388646197e-07 2.929866214254927e-08
107.5 1.3179105836359868e-07 3.054361311780475e-08
108.5 1.8271530235637653e-07 4.5147879205183606e-08
109.5 1.2922968150737364e-07 3.044231575554312e-08
110.5 1.4059120996970744e-07 3.504942154213387e-08
111.5 1.2385489545536487e-07 3.239659147699853e-08
112.5 1.229221725094015e-07 2.997174466160378e-08
113.5 7.717841165601016e-08 1.63517958188146e-08
114.5 9.226433570442588e-08 1.4017718036871044e-08
115.5 1.0677461934564422e-07 1.3912655129875596e-08
116.5 1.2305106640014091e-07 1.782331452749569e-08
117.5 4.0695339735216683e-07 7.304794135709106e-08
118.5 1.5163977509931205e-07 1.5271349256635135e-08
119.5 2.2022208512111366e-07 6.879159223511578e-08
120.5 6.46929983247476e-07 1.3433297335805848e-07
121.5 2.5141214376789275e-05 4.375698662753912e-06
122.5 2.2398264161218837e-07 3.517188662197558e-08
123.5 1.3006330881672285e-07 2.074958980473131e-08
124.5 8.637040005366496e-08 1.398686760302848e-08
125.5 7.327647252522261e-08 1.0810470858527414e-08
126.5 8.934336265406027e-08 1.5986857136506424e-08
127.5 4.4605396883398456e-08 6.478008437656995e-09
128.5 3.235099583431576e-08 4.6507780732371836e-09
129.5 4.098657596772242e-08 6.284072758947732e-09
130.5 2.553252023489584e-07 3.7496686774834824e-08
131.5 3.78953495114943e-08 5.813433311621731e-09
132.5 2.7542625647429253e-08 4.18514444411465e-09
133.5 2.390109485702885e-07 4.0878809347073636e-08
134.5 2.0905319550807056e-08 3.286221243848236e-09
135.5 4.406063148377549e-08 6.1423904511848494e-09
136.5 2.4743540449595988e-08 3.6131787918837317e-09
137.5 2.43336719405677e-08 3.6335745703636565e-09
138.5 2.2297910727586134e-08 3.2330026468409434e-09
139.5 5.320958460313536e-08 9.086675825799025e-09
140.5 4.247781953284639e-08 6.75346503367577e-09
141.5 2.3495534227025315e-08 3.4399245890428394e-09
142.5 2.384384474994403e-08 3.5917989621230416e-09
143.5 2.4958616214398967e-08 3.615638731448311e-09
144.5 2.3216148844655652e-08 3.4252138597951287e-09
145.5 2.291722768841644e-08 3.5397799383315015e-09
146.5 2.6434391633511965e-08 3.881030900684976e-09
147.5 3.153512687407071e-08 4.6724987332588e-09
148.5 3.0598427646238964e-08 4.537233998417431e-09
149.5 2.6141069167586542e-08 3.917755956373597e-09
150.5 2.7997446680567407e-08 4.168841499143305e-09
151.5 2.9050468482229134e-08 4.377563290224748e-09
152.5 3.390520020024361e-08 5.174256620562477e-09
153.5 3.593209240928022e-08 5.476752744405292e-09
154.5 5.862782161754343e-08 9.305862166646431e-09
155.5 4.8807977766798756e-08 7.64640366470629e-09
156.5 4.531264629306154e-08 6.989681221144829e-09
157.5 3.6537621868258826e-08 5.686604363254707e-09
158.5 3.0838561518737097e-08 4.817413625568246e-09
159.5 3.008261723429312e-08 4.77007103859416e-09
160.5 3.2900756266211946e-08 5.25553186074329e-09
161.5 3.726748223310978e-08 6.145828442205147e-09
