Dark scan bias: 
Bias Keithley B (V): -10.000000
0.00000000E+0	2.11830000E-10	9.47700000E-10
1.00000000E+0	2.11810000E-10	9.46500000E-10
2.00000000E+0	2.11820000E-10	9.46100000E-10
3.00000000E+0	2.11790000E-10	9.45600000E-10
4.00000000E+0	2.11780000E-10	9.45300000E-10
5.00000000E+0	2.11790000E-10	9.45100000E-10
6.00000000E+0	2.11760000E-10	9.44800000E-10
7.00000000E+0	2.11760000E-10	9.44500000E-10
8.00000000E+0	2.11750000E-10	9.44300000E-10
9.00000000E+0	2.11740000E-10	9.44000000E-10
1.00000000E+1	2.11710000E-10	9.43800000E-10
1.10000000E+1	2.11770000E-10	9.43800000E-10
1.20000000E+1	2.11680000E-10	9.43300000E-10
1.30000000E+1	2.11690000E-10	9.43000000E-10
1.40000000E+1	2.11690000E-10	9.42900000E-10
1.50000000E+1	2.11680000E-10	9.42600000E-10
1.60000000E+1	2.11680000E-10	9.42400000E-10
1.70000000E+1	2.11650000E-10	9.42200000E-10
1.80000000E+1	2.11660000E-10	9.42000000E-10
1.90000000E+1	2.11650000E-10	9.41800000E-10
2.00000000E+1	2.11610000E-10	9.41600000E-10
2.10000000E+1	2.11650000E-10	9.41300000E-10
2.20000000E+1	2.11610000E-10	9.41000000E-10
2.30000000E+1	2.11640000E-10	9.40900000E-10
2.40000000E+1	2.11610000E-10	9.40600000E-10
2.50000000E+1	2.11610000E-10	9.40500000E-10
2.60000000E+1	2.11580000E-10	9.40300000E-10
2.70000000E+1	2.11600000E-10	9.40100000E-10
2.80000000E+1	2.11590000E-10	9.39900000E-10
2.90000000E+1	2.11580000E-10	9.39600000E-10
3.00000000E+1	2.11570000E-10	9.39500000E-10
3.10000000E+1	2.11550000E-10	9.39100000E-10
3.20000000E+1	2.11540000E-10	9.39000000E-10
3.30000000E+1	2.11530000E-10	9.38700000E-10
3.40000000E+1	2.11530000E-10	9.38600000E-10
3.50000000E+1	2.11540000E-10	9.38300000E-10
3.60000000E+1	2.11510000E-10	9.38200000E-10
3.70000000E+1	2.11520000E-10	9.37900000E-10
3.80000000E+1	2.11520000E-10	9.37700000E-10
3.90000000E+1	2.11490000E-10	9.37600000E-10
4.00000000E+1	2.11480000E-10	9.37400000E-10
4.10000000E+1	2.11480000E-10	9.37100000E-10
4.20000000E+1	2.11460000E-10	9.36900000E-10
4.30000000E+1	2.11490000E-10	9.36700000E-10
4.40000000E+1	2.11470000E-10	9.36500000E-10
4.50000000E+1	2.11450000E-10	9.36300000E-10
4.60000000E+1	2.11460000E-10	9.36100000E-10
4.70000000E+1	2.11450000E-10	9.35800000E-10
4.80000000E+1	2.11450000E-10	9.35700000E-10
4.90000000E+1	2.11420000E-10	9.35500000E-10
5.00000000E+1	2.11410000E-10	9.35300000E-10
