photon_energy_eV    total_yield    yield_error    energy_region
3.09999896 3.892433134566254e-05 2.3382882893280655e-05 0
3.19999641 0.00012148413009018463 9.723702713454917e-05 0
3.29999874 4.2575588606838784e-05 6.639991457713062e-05 0
3.39999961 -0.0003195566032105656 0.0018111134587899124 0
3.49999938 -2.5207838592398672e-05 3.246427825893979e-05 0
3.60000168 2.4047274770351713e-05 7.522239131340459e-05 0
3.69999098 0.0018676159370919659 0.001061980223591946 0
3.80000584 -0.000924496469403328 0.011240448998688257 0
3.90000082 8.1725721514003e-05 0.00020121780644853163 0
3.99999514 -0.00010895855704858147 0.0003274443247572021 0
4.09999136 -8.137944598937173e-05 0.00014965221744772916 0
4.20001094 -4.377311323989721e-05 6.745710754510784e-05 0
4.29999699 0.0006955111124917195 0.0013578698062137334 0
4.40000093 0.022022186538231906 0.016751103472698148 0
4.09999136 7.2237956192360305e-06 4.3601045886336985e-06 1
4.20000229 -0.00017032403960499207 0.0007796118265135332 1
4.2999985 -0.0002863470266310639 0.0009192518801744312 1
4.40000251 0.0007594424177665485 0.009257255125766693 1
4.50000494 -0.0006277549484188499 0.007629475723368132 1
4.59999087 -2.7577852688702205e-06 1.1499214712647018e-05 1
4.70000045 8.506508282117212e-05 0.0005315318059563337 1
4.80000064 4.0763036650814365e-07 1.3443811902956153e-05 1
4.90000704 -1.438845566039482e-05 3.455117961010712e-05 1
4.99999826 -2.010716162781846e-06 1.9384480068336403e-06 1
5.09999913 4.1497453864592596e-05 0.00012993699881551517 1
5.19999978 1.3822890609809455e-06 2.8001722404945808e-05 1
5.30000136 0.00016455450011940373 0.0007190997145214929 1
5.39998552 1.877898728355935e-06 5.751171080075296e-06 1
5.50001283 1.4125751546694889e-05 1.233374585275155e-05 1
5.60000024 1.1484434292630033e-05 1.7069042956985186e-05 1
5.69998984 1.2637373677745662e-05 2.4461812085452444e-05 1
5.80000912 -2.3825377291212063e-05 6.344434332777176e-06 1
5.89999802 1.8794492036071656e-05 1.5987550414386504e-05 1
6.00001292 -5.14890547177255e-06 1.0605149848318206e-06 1
6.09999682 -5.153849192795856e-07 8.770488272610876e-08 1
6.20000673 1.657026667697895e-05 2.385701478166537e-05 1
6.29999544 3.716698152348509e-05 2.2737256854517862e-05 1
6.39999048 1.7919030393004857e-05 2.3199187973574832e-05 1
6.50000221 1.0123125557075776e-05 2.3477736421461137e-05 1
6.60000212 -1.3059737768166461e-05 1.1469643899321753e-06 1
6.70001505 6.684620271572656e-07 2.199533750097308e-05 1
6.79998336 -1.2930934012261527e-05 9.502073620283156e-07 1
6.89999487 1.0864214089858346e-05 2.062501820971644e-05 1
6.99999598 -6.42368815111713e-06 4.191101386687873e-07 1
7.1000249 4.592836007332117e-06 1.9097141526141508e-05 1
