photon_energy_eV    total_yield    yield_error    energy_region
3.09999896 3.7622353055947914e-05 2.0517579650878173e-05 0
3.19999724 -0.00024111719982654808 6.646848142743252e-05 0
3.29999963 0.0003991775261089233 0.0002176938979494668 0
3.39999866 0.00011804887976172254 5.9518212154168116e-05 0
3.49999838 7.016102337034398e-05 5.0090095050712916e-05 0
3.60000168 -2.089089126236801e-05 6.597990442313259e-05 0
3.69999545 0.00016516312447879494 0.00014790575875450087 0
3.80000112 3.0356651906908225e-05 5.0336405191886825e-05 0
3.90000207 -5.388597472003247e-05 0.00013455249628943172 0
3.99999645 -0.00023486108189544195 0.00015164429197636094 0
4.10000235 0.0007293317853495903 0.0005004481932556775 0
4.19999796 6.647926494457992e-05 4.9464270171801766e-05 0
4.30000303 0.007882350179022921 0.03424566031741391 0
4.40000251 0.005207828412607118 0.0054282861854173066 0
4.09999823 0.0001229028084606073 6.315607309285131e-05 1
4.19999076 5.9084953584076704e-05 6.945616653954907e-05 1
4.29999397 -0.00013155503847188228 0.00010609623059636088 1
4.40000884 -2.170291548404817e-05 4.863238048998196e-05 1
4.50000825 6.906075140600546e-05 8.702369287394264e-05 1
4.59998568 -5.460827325166685e-05 2.7234284737245582e-05 1
4.70000947 2.6151154417768134e-05 0.00010203604425799238 1
4.79999123 -8.670536298815306e-05 0.0001938421561781583 1
4.90000704 -2.934578950987133e-05 1.8790473607725976e-06 1
4.99999826 0.00012046151414651139 0.0005385939330460883 1
5.09999488 2.741261315431168e-05 5.527425267554692e-05 1
5.19999757 5.6568451506880445e-05 0.0001652773692116499 1
5.30001972 1.1928533594314308e-05 2.6179454973426556e-05 1
5.39998791 8.045690319489406e-06 1.7418365950248598e-05 1
5.50000789 -1.8946597987787442e-05 1.2996661599127114e-05 1
5.60000024 2.4346216810668818e-05 2.5051424733682684e-05 1
5.70000046 1.7136094715987583e-05 2.1447585301455424e-05 1
5.80001187 1.419473109048912e-05 2.93741223087525e-05 1
5.89998665 1.1469471402185124e-05 2.4693452517577123e-05 1
6.00002175 1.0980656351297226e-05 2.676741790411036e-05 1
6.09999682 3.896243070226609e-06 2.1277097520198625e-05 1
6.19999731 4.287863484336426e-06 2.6137808865250943e-05 1
6.29999868 1.2471224196398146e-05 2.3720738363576613e-05 1
6.39999718 3.3366360871707976e-05 2.4044208876218414e-05 1
6.49999531 2.1000879083492817e-05 2.4740767244266753e-05 1
6.60000568 6.552710282748441e-05 2.4385156539697557e-05 1
6.70000404 2.557299153901896e-05 2.2553473217872683e-05 1
6.79998713 4.030784885344414e-05 2.1587453244238296e-05 1
6.89999876 3.835203886722207e-05 2.1377329279919722e-05 1
7.000016 2.6914954970906342e-05 2.0609109199930737e-05 1
7.10001667 3.840868323171038e-05 1.936499661632893e-05 1
7.19998346 4.977498872366645e-05 1.8396910334439888e-05 1
7.30000886 7.249921696022436e-05 1.863678879865255e-05 1
7.40000569 7.368878443436644e-05 1.8857679452219032e-05 1
7.49997535 9.801190136695791e-05 2.101609146874502e-05 1
7.60002964 5.757044665434053e-05 2.5442090961861725e-05 1
7.70000289 0.00011701008653309004 4.269387165662833e-05 1
7.80000564 0.0005300570691670266 0.00013638619555778877 1
7.89999252 0.00022300275396969148 0.000372742626349962 1
7.10000431 4.167038918660066e-05 1.769063708098161e-05 2
7.19998346 6.018841851430817e-05 1.745693564018013e-05 2
7.30000015 7.577256735051103e-05 1.679572233416778e-05 2
7.40000569 8.940985476752711e-05 1.6691554058841765e-05 2
7.49999373 8.60497869881071e-05 1.616179502730563e-05 2
7.60001548 0.00010794571495475048 1.602385041627307e-05 2
7.69999804 0.00014439138615779108 1.6969032181705837e-05 2
7.80000564 0.00016447012595313112 1.7559949871885194e-05 2
7.89999252 0.0002151352541256342 1.9547075369422147e-05 2
7.99999711 0.00026608856447913394 2.1751254867824246e-05 2
8.09998116 0.0003408797917003216 2.5533332303817287e-05 2
8.20002834 0.00044353904659739197 3.084217459880748e-05 2
8.29998207 0.0005946350845719162 3.922361181511399e-05 2
8.39998038 0.0007686849614905876 4.921985307870517e-05 2
8.50005548 0.0010109775193497272 6.473414657647976e-05 2
8.5999807 0.001284473769621096 8.224645126607577e-05 2
8.6999572 0.00167482178957573 0.00010724091994213015 2
8.80004491 0.0021266121734640825 0.00013616961951527616 2
8.89998918 0.002752809118210003 0.00017626578785836621 2
9.0000119 0.00348001816262629 0.00022282988643818928 2
9.09998687 0.004429850121749815 0.00028364880682771093 2
9.20000805 0.005597045147788942 0.00035838575443813297 2
9.29999739 0.006990645113317951 0.0004476196916037768 2
9.39998865 0.008665467165410966 0.0005548606283552149 2
9.50000698 0.010652402239378442 0.0006820865496584806 2
9.59999227 0.012947327360490922 0.0008290334563193689 2
9.70001293 0.015764066280836285 0.0010093927488332075 2
9.80002824 0.018751462887103873 0.0012006794649973734 2
9.89999679 0.02219729693956956 0.0014213205003925184 2
9.99996633 0.02587099106659472 0.0016565516994492134 2
10.0999829 0.02977330047902809 0.0019064214192563583 2
10.2000306 0.033932567771716014 0.002172744471374076 2
10.2999993 0.03802155018637045 0.00243456709543118 2
10.3999846 0.04186955840672406 0.002680959842447051 2
10.5000018 0.04594434144691148 0.0029418732629160954 2
10.5999871 0.04967843631191959 0.003180971996266165 2
10.7000236 0.05342214850999838 0.003420686539401078 2
10.8000025 0.057922794915118245 0.003708868520208458 2
10.9000031 0.06256614061839338 0.004006187714362666 2
11.000004 0.0673983109655609 0.004315597585056192 2
11.0999737 0.07251786343339178 0.004643408889971962 2
11.2000343 0.07772765419986027 0.004976998265259245 2
