photon_energy_eV    total_yield    yield_error
5.09999488 2.741261315431168e-05 5.527425267554692e-05
5.19999757 5.6568451506880445e-05 0.0001652773692116499
5.30001972 1.1928533594314308e-05 2.6179454973426556e-05
5.39998791 8.045690319489406e-06 1.7418365950248598e-05
5.60000024 2.4346216810668818e-05 2.5051424733682684e-05
5.70000046 1.7136094715987583e-05 2.1447585301455424e-05
5.80001187 1.419473109048912e-05 2.93741223087525e-05
5.89998665 1.1469471402185124e-05 2.4693452517577123e-05
6.00002175 1.0980656351297226e-05 2.676741790411036e-05
6.09999682 3.896243070226609e-06 2.1277097520198625e-05
6.19999731 4.287863484336426e-06 2.6137808865250943e-05
6.29999868 1.2471224196398146e-05 2.3720738363576613e-05
6.39999718 3.3366360871707976e-05 2.4044208876218414e-05
6.49999531 2.1000879083492817e-05 2.4740767244266753e-05
6.60000568 6.552710282748441e-05 2.4385156539697557e-05
6.70000404 2.557299153901896e-05 2.2553473217872683e-05
6.79998713 4.030784885344414e-05 2.1587453244238296e-05
6.89999876 3.835203886722207e-05 2.1377329279919722e-05
7.000016 2.6914954970906342e-05 2.0609109199930737e-05
7.10001667 3.840868323171038e-05 1.936499661632893e-05
7.19998346 4.977498872366645e-05 1.8396910334439888e-05
7.30000886 7.249921696022436e-05 1.863678879865255e-05
7.40000569 7.368878443436644e-05 1.8857679452219032e-05
7.49997535 9.801190136695791e-05 2.101609146874502e-05
7.60001548 0.00010794571495475048 1.602385041627307e-05
7.69999804 0.00014439138615779108 1.6969032181705837e-05
7.80000564 0.00016447012595313112 1.7559949871885194e-05
7.89999252 0.0002151352541256342 1.9547075369422147e-05
7.99999711 0.00026608856447913394 2.1751254867824246e-05
8.09998116 0.0003408797917003216 2.5533332303817287e-05
8.20002834 0.00044353904659739197 3.084217459880748e-05
8.29998207 0.0005946350845719162 3.922361181511399e-05
8.39998038 0.0007686849614905876 4.921985307870517e-05
8.50005548 0.0010109775193497272 6.473414657647976e-05
8.5999807 0.001284473769621096 8.224645126607577e-05
8.6999572 0.00167482178957573 0.00010724091994213015
8.80004491 0.0021266121734640825 0.00013616961951527616
8.89998918 0.002752809118210003 0.00017626578785836621
9.0000119 0.00348001816262629 0.00022282988643818928
9.09998687 0.004429850121749815 0.00028364880682771093
9.20000805 0.005597045147788942 0.00035838575443813297
9.29999739 0.006990645113317951 0.0004476196916037768
9.39998865 0.008665467165410966 0.0005548606283552149
9.50000698 0.010652402239378442 0.0006820865496584806
9.59999227 0.012947327360490922 0.0008290334563193689
9.70001293 0.015764066280836285 0.0010093927488332075
9.80002824 0.018751462887103873 0.0012006794649973734
9.89999679 0.02219729693956956 0.0014213205003925184
9.99996633 0.02587099106659472 0.0016565516994492134
10.0999829 0.02977330047902809 0.0019064214192563583
10.2000306 0.033932567771716014 0.002172744471374076
10.2999993 0.03802155018637045 0.00243456709543118
10.3999846 0.04186955840672406 0.002680959842447051
10.5000018 0.04594434144691148 0.0029418732629160954
10.5999871 0.04967843631191959 0.003180971996266165
10.7000236 0.05342214850999838 0.003420686539401078
10.8000025 0.057922794915118245 0.003708868520208458
10.9000031 0.06256614061839338 0.004006187714362666
11.000004 0.0673983109655609 0.004315597585056192
11.0999737 0.07251786343339178 0.004643408889971962
11.2000343 0.07772765419986027 0.004976998265259245
11.2999535 0.08411237273802763 0.005385819725468508
11.4000148 0.09012189501764113 0.005770616903108366
11.5000157 0.09697246226032964 0.006209267234626588
11.5999831 0.1043227981952866 0.0066799183764105555
11.7000145 0.11176350137872584 0.0071563558453847905
11.7999995 0.11899747299514796 0.007619556035284928
12.0000177 0.10029573406302349 0.006422060456900651
12.0999767 0.108722792707685 0.006961655491479654
12.1999973 0.11543094001532081 0.007391186497617579
12.3000285 0.12449244898358501 0.007971406174641657
12.4000047 0.13497306456246114 0.008642493011004839
12.499985 0.14209258996704618 0.009098365067776011
12.6000208 0.14535731711941363 0.0093074096033553
12.6999439 0.14646263219305616 0.009378184300735707
12.8000587 0.15048980021571615 0.009636048872476793
12.8999285 0.15276197292903984 0.009781538914199958
13.0000708 0.1592912622296813 0.01019961741994144
13.0999288 0.16424523605161342 0.010516826518449655
13.2000228 0.16901751748012 0.010822401627276866
13.3000247 0.1773741852230747 0.011357489444967731
13.4000566 0.18366480374746702 0.011760285564387536
13.4999365 0.18800741636310583 0.012038348445317324
13.5999864 0.19197288309598684 0.01229226220681776
13.7000272 0.19484201952686772 0.01247597657702851
13.7999945 0.1967838440308499 0.012600314012491403
13.9000103 0.1995496197021226 0.012777410064851688
13.9999968 0.20322253573288468 0.013012591441437972
14.1000025 0.20518185015118973 0.013138048777843978
14.1999642 0.2061717908608338 0.013201435911359414
14.3000499 0.20760094864401746 0.013292946659765601
14.4000314 0.2086949816181719 0.013362998950299194
14.4999432 0.20862766526646126 0.013358688600667055
14.6000143 0.2092998586616227 0.013401729978875059
14.7000106 0.20866917652240707 0.013361346617957784
14.7999005 0.2082244154908571 0.01333286801654795
14.9001231 0.2076026350845703 0.01329305464464939
14.9999103 0.20669412164724812 0.013234881400543881
15.1000929 0.20479195441673603 0.013113083269570456
15.1999989 0.2031945216256578 0.013010797663348225
15.3000115 0.2018689576422347 0.012925920154642981
15.3999535 0.20051051529653352 0.01283893740355384
15.5000515 0.1984357674780246 0.012706088723121286
15.5999875 0.19637829143074817 0.01257434597565875
15.6999516 0.1939118563154893 0.012416417070993056
15.8000014 0.1920846762295518 0.012299420460048845
15.8999918 0.18974081452943745 0.012149340083436919
16.0000633 0.18750885361978226 0.01200642485346076
16.0999621 0.18560868724265756 0.011884754839615538
16.1999796 0.18403551992933292 0.011784022982080679
16.3000533 0.18197472452902655 0.011652067692319761
16.4000084 0.17932018978643227 0.01148209453482563
16.4998844 0.17701119730501516 0.011334246877607507
16.6001736 0.14844845442591872 0.009505338965440459
16.6999346 0.1505201357913924 0.009637991297075484
16.8000485 0.15075464544676032 0.009653007241657467
16.8999463 0.15021235835555216 0.009618283925483848
17.0000001 0.1499882300206611 0.009603932709749484
17.1000509 0.15017720358414638 0.00961603292179535
17.200005 0.14890838675405269 0.009534789003818994
17.2998872 0.14777015890104794 0.009461906860286034
17.3999961 0.14590503638938504 0.009342480748683931
17.5000191 0.14295050065445203 0.009153298154936823
17.6001102 0.1406209366147616 0.009004133275284884
17.6999447 0.13820504418335527 0.0088494406814592
17.7999344 0.1357480305849897 0.00869211504822523
