photon_energy_eV    total_yield    yield_error
5.09999913 5.039791239631033e-05 5.662934336281826e-05
5.2000064 1.3094176822367289e-05 1.4362830972371217e-05
5.30001283 1.9374323524857476e-05 1.671365106590756e-05
5.39998076 6.140185113123975e-06 1.1694501754219143e-05
5.50001283 4.507215910047662e-05 2.7416224720045282e-05
5.59999511 2.257682838038494e-05 1.4974328648547837e-05
5.70000046 4.855865335422132e-05 2.4575544018178793e-05
5.80000087 5.833640344475358e-05 2.0335700959503323e-05
5.89998665 3.796483342518173e-05 1.6147557342002986e-05
6.00002763 6.381698979369175e-05 2.171616717572975e-05
6.0999877 7.133287991862332e-05 2.2422393518257785e-05
6.20000987 5.067367629345825e-05 2.2453884401728755e-05
6.29999544 9.244985292327363e-05 2.7715797813837792e-05
6.39999718 8.81480111328678e-05 2.5631812270297162e-05
6.50000912 0.0001259748336347841 2.788833111490763e-05
6.59999856 0.00010956856991253943 2.6910376945540335e-05
6.70000037 0.0001459617527797306 2.7613945188845074e-05
6.7999758 9.699754422797374e-05 2.611393621414522e-05
6.89998709 0.0001253919134605705 2.5467713081371198e-05
7.000024 0.0001839456184327805 2.901430950518794e-05
7.10000431 0.00017774213033183307 2.7514783203081367e-05
7.19999617 0.00019302317225155328 2.744135509155145e-05
7.29999579 0.0002026953614906088 2.760407780863117e-05
7.40001911 0.00025123805161164127 3.162592246662708e-05
7.49998913 0.0002727568610565014 3.4594019676237264e-05
7.5999966 0.000326922132703642 3.6696918381914186e-05
7.69998836 0.00040133871442918703 4.505015896326975e-05
7.80002553 0.0005158746483398457 5.790678565830579e-05
7.89999762 0.0006565023358746939 7.369220443379688e-05
8.00000234 0.0008567191485335839 9.616648591504098e-05
8.1000026 0.0010928706525822527 0.0001226744265006853
8.19998988 0.001437395467446608 0.0001613472410546095
8.30000458 0.001860641104886842 0.00020885644602705242
8.39996885 0.002392839643232289 0.00026859558379396846
8.50004958 0.0029831268973627223 0.0003348551637360378
8.59998675 0.003706423452300647 0.0004160450006643866
8.69999431 0.004562335963409422 0.0005121209417530583
8.80001327 0.00553303858692654 0.0006210820410023682
8.9000086 0.006630970445272049 0.0007443245864409556
8.99999866 0.007817561168209879 0.0008775190647476887
9.09996657 0.00913602134516996 0.0010255158525563875
9.20002188 0.010634833268302522 0.0011937570736636016
9.29999032 0.012209750726200282 0.0013705411198606735
9.40002475 0.013990213477122693 0.0015703975679766144
9.4999996 0.015905811757800762 0.0017854229416863312
9.59998474 0.018158983784883134 0.0020383408744504864
9.70000524 0.020611501107586205 0.002313635261150976
9.80002039 0.023287305629956602 0.0026139935738516856
9.89998878 0.026184276638515625 0.0029391777630550305
10.0000154 0.029251498614828855 0.0032834725759914632
10.0999829 0.032541909424927504 0.003652820273385256
10.1999796 0.03595804484382167 0.00403628052311502
10.3000166 0.039344472931286345 0.004416406133162248
10.3999934 0.04252801155734856 0.0047737574576508235
10.4999928 0.045726541065238914 0.005132791504451195
10.5999963 0.048809837243087704 0.005478890642034989
10.7000236 0.051992696375370524 0.005836165693535996
10.8000025 0.055229949600890525 0.006199546466859736
10.9000129 0.058602701983710266 0.006578136982867844
10.9999941 0.06234159767156379 0.006997826982932874
11.0999938 0.06631848434339395 0.007444231404693358
11.2000138 0.07045936542542332 0.007909044153343188
11.2999014 0.07471712613461609 0.0083869766076032
11.4000891 0.07924404725214827 0.008895122242765915
11.4999617 0.08387258944527687 0.009414674815373348
11.6000601 0.0882866246056472 0.009910149033271736
11.6999809 0.09253287487224597 0.010386789443555037
11.8000223 0.09614726078746318 0.010792503256304764
12.0000177 0.112633230857326 0.009030749147861325
12.0999887 0.1219030545118705 0.009773988522528143
12.1999852 0.1305903117689322 0.010470518671528657
12.3000162 0.13922089748787844 0.011162504988831815
12.4000047 0.1505053888354681 0.012067277140403863
12.4999978 0.15890942074209968 0.012741098741735263
12.5999948 0.16280048924614537 0.013053078281962532
12.6999966 0.16436053764614145 0.013178160423810464
12.8000185 0.1695633475099386 0.013595313251500254
12.8999557 0.17286871688229544 0.013860332388530874
12.9999741 0.18097167507808198 0.01451001438970198
13.1000129 0.18708737690462585 0.01500036140930044
13.1999658 0.1948986659400506 0.015626657851863797
13.300068 0.20481643928439314 0.016421848778168276
13.4000419 0.21330868109687368 0.01710274290619553
13.499996 0.2198024756055942 0.017623404781732945
13.5999864 0.22570695117527287 0.01809681602381111
13.6999966 0.23070833441061314 0.018497818792238215
13.7999634 0.2333974688991766 0.01871342921916312
13.9000103 0.23724439407038184 0.019021869418803256
13.9999808 0.24288393760232949 0.019474038841253514
14.1000188 0.24566414467127773 0.019696951319459755
14.1999642 0.2485286039802637 0.019926619005157915
14.3000165 0.2504180634332925 0.020078112789145806
14.4000144 0.2523035856983635 0.020229290895810728
14.4999088 0.2557167281109712 0.02050295109981598
14.6001014 0.25849376824980164 0.02072560965871932
14.7000106 0.26138225776452617 0.02095720404720621
14.79999 0.26474695926080755 0.021226980337374433
14.8999779 0.2682872423894151 0.021510834477076413
15.0000206 0.2721180471757881 0.02181798217049545
15.1000184 0.2744409544028224 0.022004229091598805
15.1999989 0.2768751000390103 0.022199394927315794
15.3000115 0.27961504703329765 0.022419079418256032
15.3999923 0.28089651224818524 0.022521825213695557
15.5000122 0.281141858812536 0.022541496701941756
15.6000472 0.28058805053687175 0.02249709325568114
15.6999314 0.28040257713926897 0.02248222230050562
15.8000218 0.27960929254297445 0.022418618032586924
15.8999711 0.278346293167367 0.022317352798089083
16.0000633 0.27680777894021086 0.02219399723117418
16.1000045 0.2759660028971875 0.02212650499797301
