photon_energy_eV    total_yield    yield_error
5.39998552 5.4258073682513226e-06 1.1712251518659445e-05
5.59999767 2.2101653196908404e-05 2.3505128196507337e-05
5.6999978 2.214508170223837e-05 1.9662112702855687e-05
5.80000637 5.111068974192638e-05 2.7644931200965463e-05
5.89999802 2.590652000291533e-05 2.030505758394127e-05
6.00001586 4.764196086757035e-05 2.2218823815427154e-05
6.09999074 5.598976043622034e-05 1.825268099690089e-05
6.20000359 9.007898270744965e-05 2.640215110364755e-05
6.29998571 0.0001288211051351101 2.787091516328329e-05
6.40001391 0.00013145390513577524 2.6326927141103205e-05
6.49999531 0.00016228523902971556 3.018326351914296e-05
6.599995 0.00021506250212885303 3.063049359698046e-05
6.70001138 0.0002585973675307207 3.022524092184506e-05
6.79998713 0.0002898902371375786 3.0467740573167255e-05
6.90000265 0.0003358709554402795 3.0143410569070033e-05
6.99999197 0.00038783788364901055 3.142184443305696e-05
7.10001255 0.0004518776565284853 3.371486119500674e-05
7.19999617 0.0005126037545473682 3.61146159475161e-05
7.29999144 0.0005644326672517973 3.8451440425086404e-05
7.40001016 0.000636601066593524 4.2648406233996294e-05
7.49997075 0.0006722687083560537 4.524461278632825e-05
7.60001548 0.0008089245211623264 5.179644207708254e-05
7.70001258 0.0009141146653892723 5.853189769746868e-05
7.80001061 0.0010695071785303892 6.848187336956357e-05
7.89999252 0.0012173139404453748 7.794612396630668e-05
7.99999188 0.0013882459091356563 8.88911102830352e-05
8.10001333 0.0016355381750093408 0.00010472554129648997
8.19998988 0.0018988866983987518 0.0001215880744265589
8.29998207 0.002174570675001361 0.00013924046195111926
8.40000921 0.002531883533633997 0.00016211964820568974
8.50004367 0.0029074229845569444 0.00018616590580885925
8.59998675 0.0033400702262478396 0.0002138688462041536
8.70001905 0.0037876358694915826 0.00024252703038511595
8.79995632 0.004389412248146523 0.0002810595195419161
8.90002801 0.005104583864805183 0.0003268528466674271
9.00000528 0.005870585155466517 0.0003759008609688114
9.0999801 0.006788695560387384 0.00043468861083269234
9.20000805 0.007894801035119994 0.0005055139185768678
9.30001859 0.009149927898378056 0.0005858812509686754
9.39998865 0.010633312230150073 0.0006808641926506507
9.4999996 0.012279674470199934 0.0007862828122792258
9.60000733 0.014191667199738517 0.0009087100821622647
9.70001293 0.016364407755458873 0.001047833359302128
9.80001255 0.018865058590244056 0.0012079531389978246
9.89998077 0.021495576542016358 0.001376388471537779
10.0000317 0.024350738108221245 0.001559208013801312
10.0999745 0.027429849244628587 0.001756367325274104
10.2000221 0.03055443354640685 0.00195643834002029
10.2999906 0.03360914021338486 0.002152035002996036
10.399958 0.03648349961742091 0.002336083806666799
10.5000288 0.03926069985233881 0.0025139113880308685
10.6000055 0.041875672376695684 0.0026813513275401736
10.7000143 0.04456058874062655 0.002853269857993832
10.8000121 0.04723349448116869 0.0030244193333102192
10.8999934 0.04997656313496622 0.003200061427130952
11.0000138 0.05300696952505848 0.0033941021131876636
11.100024 0.05631036372512873 0.0036056225478703127
11.2000036 0.059864242635955946 0.0038331818297785048
11.2999014 0.06348373006270802 0.0040649421064717015
11.4000679 0.06735917018980496 0.004313091352557043
11.5000265 0.0713985505655195 0.004571737896436527
11.5999611 0.07532194563981243 0.004822957757368825
11.7000816 0.07891452070948979 0.005052994802403305
11.7999654 0.0799139526739161 0.005116989672754139
12.0000177 0.06626992654483171 0.004243345728721064
12.0999887 0.07322972936282073 0.004688990549837254
12.2000095 0.07894539190099219 0.0050549715231487805
12.3000285 0.08428263298934549 0.005396721700887355
12.3999921 0.09048810284509004 0.005794065645267125
12.499985 0.09475579842795212 0.006067331495513217
12.6000337 0.0965913654259686 0.006184865130857529
12.6999834 0.09666746243866296 0.006189737717121323
12.799965 0.09885963220263817 0.006330105070604095
12.9000373 0.10017375617551576 0.006414250061221335
12.9999741 0.10381394516577817 0.006647335884745189
13.0999849 0.10662798706273362 0.00682752248350066
13.2000228 0.10973262136687341 0.00702631607511269
13.3000536 0.11425558497560968 0.007315927054193949
13.3999979 0.11699897711243162 0.00749158986103462
13.4999514 0.11879671842658023 0.007606701470847213
13.6000318 0.1202718887595457 0.007701158459980745
13.7000272 0.12105525483291624 0.00775131836289256
13.7999478 0.12113580475919773 0.007756476074745524
13.9000103 0.12170073315719651 0.007792649141921925
13.9999808 0.1229795701216611 0.007874534661550808
14.100035 0.1233288191226888 0.007896897508984604
14.1999642 0.12352173041334341 0.007909249858593256
14.2999998 0.12380907487138754 0.007927648881231198
14.4000144 0.12311421448056419 0.007883156107130068
14.4999432 0.12346121718094258 0.007905375121142543
14.600084 0.123336070466598 0.007897361821543995
14.6999223 0.12289385833005194 0.007869046429047944
14.8000258 0.12189867034672434 0.0078053233060794746
14.9000142 0.12102285362401878 0.007749243673232425
15.000039 0.12001029870664742 0.007684408523900904
15.1000184 0.11815351661133368 0.007565516459519555
15.1999801 0.1166579170531825 0.007469751361716638
15.2999733 0.11481039637228505 0.007351452317206508
15.4000504 0.1144250096548061 0.007326775526891768
15.4999533 0.1130445113813302 0.00723838050734549
15.6000869 0.11151744044914053 0.007140600258363662
15.6999314 0.11011478068808134 0.007050786211234563
15.8000218 0.10918210509071531 0.006991065834002996
15.8999505 0.10751091040146048 0.00688405716180063
16.0000006 0.10595145299847505 0.006784203166857629
16.1000468 0.1047543600497343 0.006707551818112211
16.1999796 0.10311690040532746 0.0066027032427430155
16.3000099 0.10182578095239024 0.006520031260117781
16.4000084 0.09968137528597161 0.006382722301142446
16.4999734 0.09697868968079917 0.00620966598409604
